circle_latitude,circle_longitude,radius
50.23421942833333,30.269239049444444,3.5355339059327373
50.23421942833333,30.334935028333334,3.5355339059327373
50.23421942833333,30.400631007222223,3.5355339059327373
50.23421942833333,30.46632698611111,3.5355339059327373
50.23421942833333,30.532022965,3.5355339059327373
50.23421942833333,30.59771894388889,3.5355339059327373
50.23421942833333,30.663414922777775,3.5355339059327373
50.23421942833333,30.729110901666665,3.5355339059327373
50.23421942833333,30.794806880555555,3.5355339059327373
50.276173965,30.269239049444444,3.5355339059327373
50.276173965,30.334935028333334,3.5355339059327373
50.276173965,30.400631007222223,3.5355339059327373
50.276173965,30.46632698611111,3.5355339059327373
50.276173965,30.532022965,3.5355339059327373
50.276173965,30.59771894388889,3.5355339059327373
50.276173965,30.663414922777775,3.5355339059327373
50.276173965,30.729110901666665,3.5355339059327373
50.276173965,30.794806880555555,3.5355339059327373
50.31812850166666,30.269239049444444,3.5355339059327373
50.31812850166666,30.334935028333334,3.5355339059327373
50.31812850166666,30.400631007222223,3.5355339059327373
50.31812850166666,30.46632698611111,3.5355339059327373
50.31812850166666,30.532022965,3.5355339059327373
50.31812850166666,30.59771894388889,3.5355339059327373
50.31812850166666,30.663414922777775,3.5355339059327373
50.31812850166666,30.729110901666665,3.5355339059327373
50.31812850166666,30.794806880555555,3.5355339059327373
50.360083038333336,30.269239049444444,3.5355339059327373
50.360083038333336,30.334935028333334,3.5355339059327373
50.360083038333336,30.400631007222223,3.5355339059327373
50.360083038333336,30.46632698611111,3.5355339059327373
50.360083038333336,30.532022965,3.5355339059327373
50.360083038333336,30.59771894388889,3.5355339059327373
50.360083038333336,30.663414922777775,3.5355339059327373
50.360083038333336,30.729110901666665,3.5355339059327373
50.360083038333336,30.794806880555555,3.5355339059327373
50.402037575,30.269239049444444,3.5355339059327373
50.402037575,30.334935028333334,3.5355339059327373
50.402037575,30.400631007222223,3.5355339059327373
50.402037575,30.46632698611111,3.5355339059327373
50.402037575,30.532022965,3.5355339059327373
50.402037575,30.59771894388889,3.5355339059327373
50.402037575,30.663414922777775,3.5355339059327373
50.402037575,30.729110901666665,3.5355339059327373
50.402037575,30.794806880555555,3.5355339059327373
50.44399211166667,30.269239049444444,3.5355339059327373
50.44399211166667,30.334935028333334,3.5355339059327373
50.44399211166667,30.400631007222223,3.5355339059327373
50.44399211166667,30.46632698611111,3.5355339059327373
50.44399211166667,30.532022965,3.5355339059327373
50.44399211166667,30.59771894388889,3.5355339059327373
50.44399211166667,30.663414922777775,3.5355339059327373
50.44399211166667,30.729110901666665,3.5355339059327373
50.44399211166667,30.794806880555555,3.5355339059327373
50.48594664833334,30.269239049444444,3.5355339059327373
50.48594664833334,30.334935028333334,3.5355339059327373
50.48594664833334,30.400631007222223,3.5355339059327373
50.48594664833334,30.46632698611111,3.5355339059327373
50.48594664833334,30.532022965,3.5355339059327373
50.48594664833334,30.59771894388889,3.5355339059327373
50.48594664833334,30.663414922777775,3.5355339059327373
50.48594664833334,30.729110901666665,3.5355339059327373
50.48594664833334,30.794806880555555,3.5355339059327373
50.527901185000005,30.269239049444444,3.5355339059327373
50.527901185000005,30.334935028333334,3.5355339059327373
50.527901185000005,30.400631007222223,3.5355339059327373
50.527901185000005,30.46632698611111,3.5355339059327373
50.527901185000005,30.532022965,3.5355339059327373
50.527901185000005,30.59771894388889,3.5355339059327373
50.527901185000005,30.663414922777775,3.5355339059327373
50.527901185000005,30.729110901666665,3.5355339059327373
50.527901185000005,30.794806880555555,3.5355339059327373
50.56985572166667,30.269239049444444,3.5355339059327373
50.56985572166667,30.334935028333334,3.5355339059327373
50.56985572166667,30.400631007222223,3.5355339059327373
50.56985572166667,30.46632698611111,3.5355339059327373
50.56985572166667,30.532022965,3.5355339059327373
50.56985572166667,30.59771894388889,3.5355339059327373
50.56985572166667,30.663414922777775,3.5355339059327373
50.56985572166667,30.729110901666665,3.5355339059327373
50.56985572166667,30.794806880555555,3.5355339059327373
